         16168406 function calls (16154416 primitive calls) in 13.867 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2425(leaveWhitespace)
       42    0.000    0.000    0.000    0.000 pyparsing.py:694(haskeys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1858(enablePackrat)
        1    0.000    0.000    0.000    0.000 __init__.py:1799(Locked)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dominating.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:14(<module>)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1174(_get_handles)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        3    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 initfini.py:63(_version_info)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        5    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       14    0.000    0.000    0.000    0.000 __init__.py:3244(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 collections.py:1090(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 closeness.py:14(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f0227ff1d90}
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 subprocess.py:1421(_try_wait)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        1    0.000    0.000    0.000    0.000 contextlib.py:48(__call__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1054(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1416(CirclePolygon)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3652(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1553(<genexpr>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 structuralholes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 datetime.py:531(__neg__)
        3    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        3    0.000    0.000    0.000    0.000 {built-in method posix.access}
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1649(CircleCollection)
        1    0.000    0.000    0.000    0.000 node_link.py:10(<module>)
        1    0.000    0.000    0.000    0.000 operations.py:9(<module>)
        2    0.000    0.000    0.000    0.000 quality.py:37(require_partition)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:2903(_update_from)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 wiener.py:9(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       60    0.000    0.000    0.000    0.000 function_base.py:32(_linspace_dispatcher)
       12    0.000    0.000    0.000    0.000 pathlib.py:674(_format_parsed_parts)
       36    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
       38    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 subprocess.py:562(Popen)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       13    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
       52    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:1394(get_resource_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:2561(Distribution)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 mathtext.py:1077(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3563(__init__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:283(<genexpr>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 release.py:121(get_revision)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
        1    0.000    0.000    0.000    0.000 matrix.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        9    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       49    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 value.py:77(ValueRef)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2747(_Base)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
        1    0.000    0.000    0.000    0.000 colorbar.py:356(ColorbarBase)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4027(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3969(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4909(__init__)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        1    0.000    0.000    0.000    0.000 tree.py:7(<module>)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 mincost.py:4(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:16(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:33(Graph)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 closer.py:32(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       67    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        6    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        3    0.000    0.000    0.000    0.000 builder.py:73(wrap)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 patches.py:932(PathPatch)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3215(charsAsStr)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1635(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 kclique.py:7(<module>)
        1    0.000    0.000    0.000    0.000 planar_drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(MetricInfo)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
       10    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1368(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        5    0.000    0.000    0.000    0.000 re.py:249(escape)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       48    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       16    0.000    0.000    0.000    0.000 version.py:338(<genexpr>)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        1    0.000    0.000    0.000    0.000 axis.py:2192(YAxis)
        1    0.000    0.000    0.000    0.000 mathtext.py:386(Fonts)
        1    0.000    0.000    0.000    0.000 dviread.py:758(PsfontsMap)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4220(<genexpr>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4643(__str__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:600(__setitem__)
        1    0.000    0.000    0.000    0.000 isomorph.py:3(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1530(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       41    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
       49    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       75    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 zipfile.py:1063(ZipFile)
        1    0.000    0.000    0.000    0.000 scale.py:320(InvertedLogTransform)
        4    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:134(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3790(__init__)
        1    0.000    0.000    0.000    0.000 adjacency.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
       18    0.000    0.000    0.000    0.000 data.py:130(_create_method)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:12(<module>)
        1    0.000    0.000    0.000    0.000 voronoi.py:9(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 numerictypes.py:438(__getitem__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
       12    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       11    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       63    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:61(RendererAgg)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1036(TimerBase)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       58    0.000    0.000    0.000    0.000 pyparsing.py:640(__bool__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:500(ParseResults)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:122(combine)
        1    0.000    0.000    0.000    0.000 social.py:3(<module>)
        1    0.000    0.000    0.000    0.000 unweighted.py:12(<module>)
        1    0.000    0.000    0.000    0.000 dense.py:3(<module>)
        1    0.000    0.000    0.000    0.000 isolate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 distance_measures.py:11(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:316(PythonRandomInterface)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edgebfs.py:8(<module>)
        1    0.000    0.000    0.000    0.000 vitality.py:14(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:6(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:814(with_name)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
       53    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 module.py:183(functions)
        1    0.000    0.000    0.000    0.000 offsetbox.py:131(OffsetBox)
        1    0.000    0.000    0.000    0.000 collections.py:1815(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1879(QuadMesh)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5189(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5731(tokenMap)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 cytoscape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-531>:1(<module>)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:8(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-495>:1(<module>)
        1    0.000    0.000    0.000    0.000 centrality.py:10(<module>)
        1    0.000    0.000    0.000    0.000 hits_alg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 subprocess.py:793(_get_devnull)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        8    0.000    0.000    0.000    0.000 enum.py:337(__members__)
        7    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 transforms.py:11(PassManagerBuilder)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
       16    0.000    0.000    0.000    0.000 version.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 polar.py:774(PolarAxes)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 backend_bases.py:715(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:654(BakomaFonts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2817(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4661(stopOn)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4766(__str__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:931(validate_hist_bins)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hybrid.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ego.py:3(<module>)
        1    0.000    0.000    0.000    0.000 relabel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 case.py:388(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 centrality.py:7(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(_Version)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:49(__init__)
        1    0.000    0.000    0.000    0.000 builder.py:117(wrap)
        1    0.000    0.000    0.000    0.000 six.py:89(__get__)
        2    0.000    0.000    0.000    0.000 builder.py:101(wrap)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 <string>:5(_PSResult)
        1    0.000    0.000    0.000    0.000 <string>:5(_PDFResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3743(__init__)
        1    0.000    0.000    0.000    0.000 deprecation.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 matching.py:15(<module>)
        1    0.000    0.000    0.000    0.000 hierarchy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 expanders.py:7(<module>)
       13    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(interface)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
        9    0.000    0.000    0.000    0.000 _internal.py:805(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
       60    0.000    0.000    0.000    0.000 fromnumeric.py:2982(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       32    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 module.py:48(ModuleRef)
       28    0.000    0.000    0.000    0.000 value.py:123(is_function)
        1    0.000    0.000    0.000    0.000 executionengine.py:44(ExecutionEngine)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
       19    0.000    0.000    0.000    0.000 __init__.py:3151(_always_object)
        1    0.000    0.000    0.000    0.000 instructions.py:703(AtomicRMW)
        1    0.000    0.000    0.000    0.000 values.py:545(FunctionAttributes)
        6    0.000    0.000    0.000    0.000 six.py:124(__init__)
        1    0.000    0.000    0.000    0.000 types.py:472(BaseStructType)
        2    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 <string>:5(_TagInfo)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 contour.py:709(ContourSet)
        1    0.000    0.000    0.000    0.000 collections.py:821(_CollectionWithSizes)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4227(<genexpr>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:698(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:644(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
       26    0.000    0.000    0.000    0.000 graphml.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boundary.py:17(<module>)
        1    0.000    0.000    0.000    0.000 rotation.py:175(Rotation)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 edgedfs.py:8(<module>)
        1    0.000    0.000    0.000    0.000 triads.py:37(<dictcomp>)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
       60    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        5    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 module.py:53(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:989(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 ffi.py:166(OutputString)
        2    0.000    0.000    0.000    0.000 scale.py:717(get_scale_names)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:1915(ToolHandles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2556(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 <string>:5(Font)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 <string>:5(Page)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3794(parseImpl)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 ElementTree.py:123(Element)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-129>:1(<module>)
       22    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
       10    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       24    0.000    0.000    0.000    0.000 pathlib.py:1008(_init)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
