         16168406 function calls (16154416 primitive calls) in 13.867 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5353    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.001    0.001 vector_env.py:1(<module>)
      133    0.001    0.000    0.001    0.000 pyparsing.py:3260(__init__)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.001    0.001 layout.py:27(<module>)
        3    0.000    0.000    0.001    0.000 six.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.001    0.001 random_sequence.py:14(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2122(__add__)
      182    0.001    0.000    0.001    0.000 enum.py:70(__setitem__)
        1    0.000    0.000    0.001    0.001 colors.py:60(<module>)
        1    0.000    0.000    0.001    0.001 gridspec.py:10(<module>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:5660(srange)
        1    0.000    0.000    0.001    0.001 generators.py:14(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
      714    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      121    0.000    0.000    0.001    0.000 __init__.py:2870(insert_on)
        1    0.000    0.000    0.001    0.001 katz.py:13(<module>)
     2150    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
        1    0.000    0.000    0.001    0.001 current_flow_closeness.py:9(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3151(ArrowStyle)
      640    0.001    0.000    0.001    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.001    0.001 current_flow_betweenness_subset.py:9(<module>)
      220    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 betweenness.py:10(<module>)
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
     2017    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
    102/2    0.000    0.000    0.001    0.001 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.001    0.001 blas.py:202(<module>)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:3397(parseImpl)
     2589    0.001    0.000    0.001    0.000 sre_parse.py:159(__len__)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3993(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
      821    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
        7    0.000    0.000    0.001    0.000 enum.py:625(<listcomp>)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
      160    0.001    0.000    0.001    0.000 value.py:268(instructions)
      680    0.001    0.000    0.001    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 edgelist.py:24(<module>)
       89    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
      714    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.001    0.001 degree_seq.py:16(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:4(<module>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
      320    0.001    0.000    0.001    0.000 digraph.py:270(__init__)
     5022    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      159    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
     2564    0.001    0.000    0.001    0.000 version.py:207(<genexpr>)
      449    0.001    0.000    0.001    0.000 artist.py:1301(_replace_path)
      881    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       20    0.000    0.000    0.001    0.000 pyparsing.py:4828(parseImpl)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(any)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4230(parseImpl)
        1    0.000    0.000    0.001    0.001 projection.py:11(<module>)
        1    0.000    0.000    0.001    0.001 sparsifiers.py:5(<module>)
      906    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
       20    0.000    0.000    0.001    0.000 __init__.py:1431(get_metadata_lines)
        1    0.000    0.000    0.001    0.001 edge_kcomponents.py:19(<module>)
        1    0.000    0.000    0.001    0.001 greedy_coloring.py:11(<module>)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
      338    0.001    0.000    0.001    0.000 inspect.py:172(isgeneratorfunction)
       20    0.000    0.000    0.001    0.000 __init__.py:1416(get_metadata)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arraysetops.py:27(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
     3838    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 scimath.py:17(<module>)
        1    0.000    0.000    0.001    0.001 modularitymatrix.py:2(<module>)
       16    0.000    0.000    0.001    0.000 __init__.py:2103(safe_listdir)
      346    0.001    0.000    0.001    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.001    0.001 efficiency.py:9(<module>)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
     16/2    0.000    0.000    0.001    0.001 pyparsing.py:3737(parseImpl)
     5022    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        8    0.000    0.000    0.001    0.000 decorators.py:354(random_state)
        2    0.000    0.000    0.001    0.001 pyparsing.py:3859(parseImpl)
       73    0.000    0.000    0.001    0.000 deprecation.py:237(finalize)
       82    0.000    0.000    0.001    0.000 inspect.py:536(_finddoc)
     2292    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 instructions.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.001    0.001 product.py:15(<module>)
        1    0.000    0.000    0.001    0.001 clique.py:15(<module>)
     6620    0.001    0.000    0.001    0.000 inspect.py:2502(name)
      376    0.001    0.000    0.001    0.000 sre_parse.py:342(_escape)
        1    0.000    0.000    0.001    0.001 stoerwagner.py:9(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3852(__init__)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
        1    0.000    0.000    0.001    0.001 mst.py:12(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
      338    0.001    0.000    0.001    0.000 inspect.py:180(iscoroutinefunction)
       43    0.000    0.000    0.001    0.000 inspect.py:2825(replace)
      533    0.000    0.000    0.001    0.000 posixpath.py:64(isabs)
     1431    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
      157    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
      826    0.001    0.000    0.001    0.000 utils.py:83(<listcomp>)
       20    0.000    0.000    0.001    0.000 deprecation.py:269(_rename_parameter)
        1    0.000    0.000    0.001    0.001 kernighan_lin.py:13(<module>)
        1    0.000    0.000    0.001    0.001 env.py:22(__init__)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:2189(any)
      282    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      984    0.000    0.000    0.001    0.000 __init__.py:2345(_normalize_cached)
        1    0.000    0.000    0.001    0.001 chains.py:10(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
      166    0.000    0.000    0.001    0.000 __init__.py:358(__getattr__)
        1    0.000    0.000    0.001    0.001 _exceptions.py:7(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
      797    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
      725    0.001    0.000    0.001    0.000 {method 'splitlines' of 'str' objects}
      138    0.000    0.000    0.001    0.000 __init__.py:1603(_has)
        1    0.000    0.000    0.001    0.001 TiffTags.py:20(<module>)
        1    0.000    0.000    0.001    0.001 modularity_max.py:17(<module>)
      159    0.000    0.000    0.001    0.000 ntpath.py:67(isabs)
        8    0.000    0.000    0.001    0.000 __init__.py:1926(_define_aliases)
        2    0.000    0.000    0.001    0.000 __init__.py:2256(declare_namespace)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4760(parseImpl)
      129    0.001    0.000    0.001    0.000 deprecation.py:24(_generate_deprecation_warning)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        2    0.000    0.000    0.001    0.000 space.py:9(__init__)
      230    0.001    0.000    0.001    0.000 enum.py:353(__setattr__)
       12    0.000    0.000    0.001    0.000 pyparsing.py:2653(__init__)
       48    0.000    0.000    0.001    0.000 pyparsing.py:1948(__or__)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4441(parseImpl)
        2    0.000    0.000    0.001    0.000 space.py:21(seed)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
        2    0.000    0.000    0.001    0.000 seeding.py:11(np_random)
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.001    0.001 cm.py:100(<dictcomp>)
       12    0.000    0.000    0.001    0.000 deprecation.py:325(_delete_parameter)
     3182    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      574    0.000    0.000    0.001    0.000 <string>:12(__new__)
     4603    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       60    0.000    0.000    0.001    0.000 fromnumeric.py:73(_wrapreduction)
        1    0.000    0.000    0.001    0.001 patches.py:1969(BoxStyle)
      221    0.001    0.000    0.001    0.000 sre_parse.py:223(__init__)
        1    0.000    0.000    0.001    0.001 gpickle.py:22(<module>)
     3108    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.001    0.001 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:decorator-gen-519>:1(_random_state)
        1    0.000    0.000    0.001    0.001 degree_alg.py:11(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
     1693    0.001    0.000    0.001    0.000 decorator.py:215(<genexpr>)
       75    0.000    0.000    0.001    0.000 cm.py:65(_reverse_cmap_spec)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4012(streamline)
        1    0.000    0.000    0.001    0.001 __init__.py:2407(EntryPoint)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3910(streamline)
       15    0.000    0.000    0.001    0.000 enum.py:160(<setcomp>)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
       48    0.000    0.000    0.001    0.000 pyparsing.py:3540(__init__)
       31    0.000    0.000    0.001    0.000 __init__.py:1838(getLogger)
      233    0.001    0.000    0.001    0.000 pyparsing.py:1392(__init__)
        1    0.000    0.000    0.001    0.001 ufunclike.py:5(<module>)
       24    0.000    0.000    0.001    0.000 ffi.py:10(_make_opaque_ref)
     1260    0.001    0.000    0.001    0.000 colors.py:249(<genexpr>)
     2149    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       11    0.000    0.000    0.001    0.000 enum.py:760(_missing_)
     3787    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.001    0.001 swap.py:3(<module>)
       71    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 figure.py:245(Figure)
       16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
       11    0.000    0.000    0.001    0.000 enum.py:767(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 eigenvector.py:13(<module>)
       15    0.000    0.000    0.001    0.000 deprecation.py:58(warn_deprecated)
        1    0.000    0.000    0.001    0.001 correlation.py:3(<module>)
        1    0.000    0.000    0.001    0.001 hermite.py:60(<module>)
        8    0.000    0.000    0.001    0.000 __init__.py:2329(normalize_path)
       13    0.000    0.000    0.001    0.000 abc.py:151(register)
     3397    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       31    0.000    0.000    0.001    0.000 cm.py:48(revcmap)
        1    0.000    0.000    0.001    0.001 gexf.py:21(<module>)
        1    0.000    0.000    0.001    0.001 _formlayout.py:33(<module>)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
       66    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
      821    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.001    0.001 boykovkolmogorov.py:13(<module>)
        1    0.000    0.000    0.001    0.001 hmn.py:11(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.001    0.001 reportviews.py:94(<module>)
        1    0.000    0.000    0.001    0.001 label_propagation.py:9(<module>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
       31    0.000    0.000    0.001    0.000 __init__.py:1161(getLogger)
        1    0.000    0.000    0.001    0.001 mathtext.py:224(MathtextBackendPs)
        1    0.000    0.000    0.001    0.001 pajek.py:23(<module>)
        1    0.000    0.000    0.001    0.001 trees.py:9(<module>)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        1    0.000    0.000    0.001    0.001 capacityscaling.py:4(<module>)
        7    0.000    0.000    0.001    0.000 pyplot.py:654(close)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
      483    0.000    0.000    0.001    0.000 __init__.py:2812(__getattr__)
        2    0.000    0.000    0.001    0.000 _util.py:1(<module>)
        6    0.000    0.000    0.001    0.000 patches.py:1853(_pprint_table)
        1    0.000    0.000    0.001    0.001 pyplot.py:1767(get_plot_commands)
      188    0.000    0.000    0.001    0.000 value.py:369(_next)
      252    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(can_cast)
        7    0.000    0.000    0.001    0.000 _pylab_helpers.py:66(destroy_all)
       11    0.000    0.000    0.001    0.000 enum.py:839(_decompose)
        1    0.000    0.000    0.001    0.001 edgelist.py:28(<module>)
      841    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.001    0.001 mis.py:15(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 asyn_fluid.py:6(<module>)
        1    0.000    0.000    0.001    0.001 adjlist.py:24(<module>)
        1    0.000    0.000    0.001    0.001 kcomponents.py:4(<module>)
        1    0.000    0.000    0.001    0.001 registration.py:1(<module>)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4466(streamline)
        1    0.000    0.000    0.001    0.001 reciprocity.py:10(<module>)
      232    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       50    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 multiline_adjlist.py:27(<module>)
      986    0.000    0.000    0.001    0.000 reportviews.py:171(__len__)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3719(__init__)
       20    0.000    0.000    0.001    0.000 __init__.py:1615(_get)
      681    0.001    0.000    0.001    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.001    0.001 lgc.py:11(<module>)
        1    0.000    0.000    0.001    0.001 simple_paths.py:6(<module>)
       60    0.001    0.000    0.001    0.000 cm.py:60(<listcomp>)
        8    0.000    0.000    0.001    0.000 posixpath.py:391(realpath)
      618    0.000    0.000    0.001    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.001    0.001 function.py:12(<module>)
     1517    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 coreviews.py:12(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
        7    0.001    0.000    0.001    0.000 {built-in method gc.collect}
        1    0.000    0.000    0.001    0.001 atlas.py:12(<module>)
        1    0.000    0.000    0.001    0.001 core.py:33(<module>)
        1    0.000    0.000    0.001    0.001 gomory_hu.py:14(<module>)
       19    0.000    0.000    0.001    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.001    0.001 mathtext.py:269(MathtextBackendPdf)
       37    0.000    0.000    0.001    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.001    0.001 widgets.py:10(<module>)
        1    0.000    0.000    0.001    0.001 distance_regular.py:10(<module>)
       10    0.000    0.000    0.001    0.000 utils.py:75(__call__)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4423(__init__)
      881    0.000    0.000    0.001    0.000 copyreg.py:87(__newobj__)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.001    0.001 coding.py:20(<module>)
       72    0.000    0.000    0.001    0.000 __init__.py:1946(make_alias)
     1688    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.001    0.001 nx_pydot.py:15(<module>)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
      797    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:307(__init__)
        1    0.000    0.000    0.001    0.001 texmanager.py:29(<module>)
        1    0.000    0.000    0.001    0.001 recognition.py:75(<module>)
        1    0.000    0.000    0.001    0.001 richclub.py:11(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bezier.py:3(<module>)
        1    0.000    0.000    0.001    0.001 duplication.py:19(<module>)
        1    0.000    0.000    0.001    0.001 networksimplex.py:4(<module>)
       44    0.000    0.000    0.001    0.000 core.py:145(get_object_signature)
        1    0.000    0.000    0.001    0.001 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.001    0.001 line.py:13(<module>)
       10    0.000    0.000    0.001    0.000 utils.py:147(deprecate)
       15    0.000    0.000    0.001    0.000 __init__.py:2030(_warn_external)
        1    0.000    0.000    0.001    0.001 targets.py:1(<module>)
      714    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:800(__init__)
      130    0.000    0.000    0.001    0.000 pyplot.py:1780(<genexpr>)
      279    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
      166    0.001    0.000    0.001    0.000 __init__.py:365(__getitem__)
      200    0.000    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
      826    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:707(find_spec)
        1    0.000    0.000    0.001    0.001 mycielski.py:11(<module>)
     1014    0.000    0.000    0.001    0.000 sre_parse.py:81(groups)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1204(setResultsName)
        1    0.000    0.000    0.001    0.001 astar.py:12(<module>)
        1    0.000    0.000    0.001    0.001 discrete.py:13(__init__)
        1    0.000    0.000    0.001    0.001 semiconnected.py:10(<module>)
      160    0.000    0.000    0.001    0.000 value.py:388(_dispose)
        1    0.000    0.000    0.001    0.001 decorator.py:decorator-gen-247>:1(_not_implemented_for)
        1    0.000    0.000    0.001    0.001 patches.py:2705(ConnectionStyle)
        1    0.000    0.000    0.001    0.001 dates.py:579(DateFormatter)
        1    0.000    0.000    0.001    0.001 nx_yaml.py:15(<module>)
        1    0.000    0.000    0.001    0.001 artist.py:1187(ArtistInspector)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
     3839    0.001    0.000    0.001    0.000 inspect.py:2514(kind)
     3730    0.001    0.000    0.001    0.000 inspect.py:2506(default)
      504    0.000    0.000    0.001    0.000 inspect.py:73(isclass)
      806    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
       60    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
        8    0.000    0.000    0.001    0.000 posixpath.py:400(_joinrealpath)
     1835    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
       26    0.000    0.000    0.001    0.000 core.py:6618(__init__)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.001    0.001 __init__.py:1677(MemoizedZipManifests)
      159    0.000    0.000    0.001    0.000 ntpath.py:122(splitdrive)
      147    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:32(<module>)
       91    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 builder.py:169(IRBuilder)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-139>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
      121    0.000    0.000    0.000    0.000 __init__.py:2896(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-122>:1(_not_implemented_for)
       45    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
     1389    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      220    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 voterank_alg.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6623(getdoc)
     1322    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-84>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 second_order.py:32(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-78>:1(_nodes_or_number)
      993    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      980    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-121>:1(_random_state)
  109/105    0.000    0.000    0.000    0.000 __init__.py:270(wrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-249>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
     1836    0.000    0.000    0.000    0.000 reportviews.py:189(__call__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:857(<listcomp>)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-83>:1(_random_state)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
      140    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
      139    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-119>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-129>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-66>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-77>:1(_random_state)
       15    0.000    0.000    0.000    0.000 arrayprint.py:465(wrapper)
     3097    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-103>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-428>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 community_generators.py:11(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      469    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
     19/4    0.000    0.000    0.000    0.000 pyparsing.py:3319(streamline)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-137>:1(_not_implemented_for)
      315    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-92>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:28(<module>)
       50    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
       71    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 euler.py:16(<module>)
       67    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:552(__init__)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       31    0.000    0.000    0.000    0.000 contextlib.py:85(__exit__)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
      762    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-131>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(_random_state)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:49(inner)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-155>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-65>:1(_random_state)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       83    0.000    0.000    0.000    0.000 pyparsing.py:2810(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-231>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(_nodes_or_number)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
      362    0.000    0.000    0.000    0.000 rcsetup.py:118(validate_bool)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-407>:1(_not_implemented_for)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3321(parseImpl)
       84    0.000    0.000    0.000    0.000 __init__.py:2378(yield_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:663(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-195>:1(_not_implemented_for)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 quality.py:12(<module>)
        1    0.000    0.000    0.000    0.000 mixing.py:4(<module>)
