         297657109 function calls (297643119 primitive calls) in 96.408 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-70>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-72>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-74>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-78>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-79>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-80>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-81>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-82>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-83>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 kdtree.py:266(innernode)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-33>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-38>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-43>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-46>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-48>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-51>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-55>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-58>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:54(show_nodes)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-16>:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:827(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:863(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:951(EdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1120(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1140(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 ordered.py:53(OrderedDiGraph)
        1    0.000    0.000    0.000    0.000 ordered.py:61(OrderedMultiGraph)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:153(_Node)
        1    0.000    0.000    0.000    0.000 coreviews.py:87(MultiAdjacencyView)
        1    0.000    0.000    0.000    0.000 coreviews.py:213(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 coreviews.py:243(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:261(FilterAtlas)
        1    0.000    0.000    0.000    0.000 coreviews.py:302(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:349(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 coreviews.py:388(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 reportviews.py:296(DiDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:390(DegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:628(OutEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:684(EdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:738(InEdgeDataView)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:15(UnionFind)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:25(_Item)
        1    0.000    0.000    0.000    0.000 decorator.py:304(ContextManager)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2384(_void)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 exception.py:40(NetworkXException)
        1    0.000    0.000    0.000    0.000 exception.py:64(NetworkXAlgorithmError)
        1    0.000    0.000    0.000    0.000 exception.py:73(NetworkXNoPath)
        1    0.000    0.000    0.000    0.000 exception.py:83(HasACycle)
        1    0.000    0.000    0.000    0.000 exception.py:99(NodeNotFound)
        1    0.000    0.000    0.000    0.000 exception.py:115(ExceededMaxIterations)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:204(_C)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 registration.py:92(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        1    0.000    0.000    0.000    0.000 tempfile.py:461(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:366(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:641(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:663(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:713(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:833(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:988(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1009(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1150(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1204(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1531(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:643(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1103(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(Manager)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 core.py:91(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        2    0.000    0.000    0.000    0.000 core.py:878(__init__)
        1    0.000    0.000    0.000    0.000 core.py:888(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:61(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:65(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyDomainError)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-378>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-379>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-381>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-382>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-385>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-389>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-391>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-392>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-394>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-395>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-396>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-397>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-399>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-402>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-406>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-408>:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:18(CurrentEdge)
        1    0.000    0.000    0.000    0.000 utils.py:54(GlobalRelabelThreshold)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-348>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-349>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-353>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-354>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-355>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-356>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-357>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-358>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-362>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-363>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-364>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-365>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-366>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-368>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-370>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-371>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-372>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-373>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-374>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-376>:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:763(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1386(_internal_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 arrayprint.py:992(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1204(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1270(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numeric.py:81(ComplexWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        2    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 error.py:20(UnregisteredBenchmark)
        1    0.000    0.000    0.000    0.000 error.py:47(ResetNeeded)
        1    0.000    0.000    0.000    0.000 error.py:53(ResetNotAllowed)
        1    0.000    0.000    0.000    0.000 error.py:67(APIError)
        1    0.000    0.000    0.000    0.000 error.py:104(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 error.py:117(RateLimitError)
        1    0.000    0.000    0.000    0.000 error.py:122(VideoRecorderError)
        1    0.000    0.000    0.000    0.000 error.py:134(WrapAfterConfigureError)
        1    0.000    0.000    0.000    0.000 error.py:143(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 error.py:154(NoAsyncCallError)
        1    0.000    0.000    0.000    0.000 core.py:255(ObservationWrapper)
        1    0.000    0.000    0.000    0.000 core.py:268(RewardWrapper)
        1    0.000    0.000    0.000    0.000 core.py:280(ActionWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
        3    0.000    0.000    0.000    0.000 contextlib.py:36(_recreate_cm)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 module.py:223(__iter__)
        1    0.000    0.000    0.000    0.000 module.py:227(_GlobalsIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:373(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        2    0.000    0.000    0.000    0.000 _structures.py:47(__lt__)
        2    0.000    0.000    0.000    0.000 _structures.py:59(__gt__)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:939(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1914(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1939(EggMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:2981(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:714(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:740(_Tellable)
        1    0.000    0.000    0.000    0.000 utils.py:9(get_library_name)
        1    0.000    0.000    0.000    0.000 __init__.py:330(UnknownExtra)
        1    0.000    0.000    0.000    0.000 instructions.py:160(Terminator)
        1    0.000    0.000    0.000    0.000 instructions.py:173(PredictableInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:209(Branch)
        1    0.000    0.000    0.000    0.000 instructions.py:389(LoadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:489(GEPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:549(ExtractElement)
        1    0.000    0.000    0.000    0.000 instructions.py:565(InsertElement)
        1    0.000    0.000    0.000    0.000 instructions.py:614(ExtractValue)
        1    0.000    0.000    0.000    0.000 instructions.py:749(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 instructions.py:759(CatchClause)
        1    0.000    0.000    0.000    0.000 values.py:379(DIToken)
        1    0.000    0.000    0.000    0.000 six.py:225(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:348(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:367(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        3    0.000    0.000    0.000    0.000 builder.py:72(_uniop_intrinsic_int)
        1    0.000    0.000    0.000    0.000 builder.py:86(_uniop_intrinsic_float)
        2    0.000    0.000    0.000    0.000 builder.py:100(_uniop_intrinsic_with_flag)
        1    0.000    0.000    0.000    0.000 builder.py:116(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 types.py:414(Aggregate)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:1024(RubberbandQt)
        1    0.000    0.000    0.000    0.000 Image.py:2428(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 Image.py:2433(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 Image.py:66(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 Image.py:70(DecompressionBombError)
        1    0.000    0.000    0.000    0.000 Image.py:74(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 geo.py:336(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:477(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 streamplot.py:409(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 units.py:139(Registry)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:2774(Lasso)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:365(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:724(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1368(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1936(NegFil)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 patches.py:2760(SimpleEvent)
        1    0.000    0.000    0.000    0.000 ticker.py:303(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:331(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:374(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:394(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1068(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1643(NullLocator)
